#{"t_start": 1730800626.0318651, "env_id": "BicycleMaze-v0"}
r,l,t
-1.611158,11,228.330045
-3.996357,8,228.566215
-2.098324,10,228.885404
-4.592775,4,229.010817
-4.614332,3,229.161518
-3.844951,12,229.624818
-6.001645,4,229.80982
-4.956491,4,229.938658
-5.559375,7,230.23868
-4.559707,3,230.35975
-2.982642,6,274.591122
-4.210973,6,274.807049
-2.404501,14,275.27183
-4.013293,8,275.546181
-4.339862,12,275.909036
-4.892295,4,276.041986
-4.764522,7,276.271556
-6.713699,8,276.545125
-1.691852,12,276.895718
0.577706,16,277.395465
-3.549482,7,277.614409
-6.689568,9,277.892711
-3.649917,5,278.049876
-3.494909,5,278.219012
-3.30986,9,278.530853
-6.270796,10,278.84906
-4.495226,6,279.056106
-1.356506,14,279.532632
-1.141829,17,280.164314
-2.47242,13,280.628591
-5.411038,10,281.112239
-3.146795,7,281.324556
-4.430511,5,281.492899
0.001397,14,282.065195
-7.019948,4,282.198296
-4.959098,4,282.352447
-1.037169,21,283.129995
-1.19034,15,283.663811
-6.512785,4,283.776875
-3.312052,8,284.053383
-0.920082,10,284.400076
-1.564786,11,284.757033
0.207316,29,285.82101
-1.93411,23,286.664193
-3.322568,6,286.877212
-4.870792,8,287.137373
-3.174447,8,287.428812
-1.465101,10,287.815527
-5.723764,3,288.030402
-0.30154,16,288.524332
-7.45766,9,288.867606
-5.123659,7,289.113518
-4.339509,4,289.273458
-4.631505,3,289.380383
0.426264,24,290.208074
2.731418,18,290.93657
-3.936409,6,291.178452
-4.652469,3,291.29458
-0.689545,14,291.749179
-0.571472,12,292.181799
-4.861508,8,292.4491
-3.128938,8,292.73123
-3.286986,16,293.248866
-3.500072,15,293.776381
-2.566492,16,294.383475
-5.561682,7,294.632743
-3.57192,8,294.949457
-1.152284,13,295.409791
-2.366153,9,295.685832
-4.654139,3,295.795292
-6.006263,6,296.039225
-4.530774,7,296.286217
-3.9331,13,296.850813
-3.126857,14,297.285791
-5.69899,3,297.395748
-2.510091,15,297.947229
-5.624327,12,298.380444
-5.676038,6,298.597186
-4.833982,5,298.837897
