#{"t_start": 1736919827.828591, "env_id": "BicycleBalance-v0"}
r,l,t
-10.147865,20,17.638759
-9.336694,10,17.651762
-6.052571,11,17.663761
-7.740446,17,17.679098
-8.197194,9,17.687101
-9.709495,14,17.701802
-10.048713,12,17.712121
-4.377693,18,17.730118
-2.762468,20,17.750124
-5.737444,9,17.75735
-6.248756,13,17.770349
-8.011111,21,17.791246
-6.998971,9,17.802248
-9.905471,14,17.814246
-5.669133,27,17.837248
-8.720794,12,17.847251
-3.620797,20,17.863249
-9.324213,23,17.882244
-5.298381,16,17.895244
-11.175472,14,17.910244
-3.689221,26,17.936263
-6.395491,20,17.954244
-7.595132,18,17.969245
-6.338363,11,17.97825
-6.002505,9,17.986245
-4.424556,17,18.000247
-11.865123,10,18.012244
-0.609451,23,18.033882
-8.108506,12,18.045878
-4.763499,26,18.068781
-5.139635,16,18.08415
-9.216847,14,18.095908
-5.577511,15,18.110535
-9.119835,16,18.126824
-8.793704,22,18.147433
-3.688186,21,18.167372
-11.831012,13,18.180367
-14.522241,21,18.199373
-11.326518,22,18.224445
-11.846017,16,18.238647
1.985957,28,18.262645
-1.126922,25,18.282646
-12.036618,18,18.296645
-8.407772,18,18.312645
-7.097354,14,18.328645
-2.433014,19,18.344652
-9.06055,9,18.352652
-5.056118,11,18.362645
-7.99878,14,18.373645
-4.062391,11,18.382647
-7.781394,11,18.392876
-14.331675,17,18.407876
-5.392992,12,18.419391
-1.881212,25,18.439883
-10.158492,7,18.446959
-5.769334,17,18.464174
-6.206461,10,18.473485
-5.45296,20,18.49338
11.243945,36,18.529024
-5.05597,12,18.540025
-8.698405,11,18.55003
-12.22484,14,18.564029
-8.772271,14,18.577027
-0.725187,21,18.594793
-6.443941,12,18.604861
-5.73583,19,18.619861
-8.598378,12,18.631862
-6.556355,16,18.644861
-1.128186,20,18.661859
-4.334342,15,18.674857
-6.184218,16,18.687857
-7.605042,16,18.70086
-7.009138,9,18.707859
-2.175569,22,18.727858
-11.243922,20,18.74386
-2.406472,15,18.757858
-7.193334,15,18.769858
-4.321961,12,18.780859
-12.23079,11,18.791394
-1.989403,16,18.805393
-11.810057,16,18.818397
-5.853874,18,18.837393
-6.574248,14,18.851393
-5.040879,16,18.867393
-4.039433,14,18.879875
-10.058309,9,18.889018
-10.266629,20,18.907398
-6.725847,15,18.919401
-5.451783,11,18.928401
-2.771634,16,18.942399
-5.788924,17,18.957398
-6.472844,13,18.967398
11.345682,42,19.000398
-6.828086,11,19.010398
-8.28994,23,19.028398
-8.377576,10,19.039398
-7.881866,12,19.048397
-8.419359,16,19.0614
-8.81858,11,19.070402
-9.260153,12,19.080402
-5.573518,10,19.997754
-6.215017,16,20.01375
-8.948786,12,20.026754
-3.946139,14,20.041753
-7.767268,16,20.054749
-4.32082,35,20.085774
-3.971674,14,20.099753
-6.311991,11,20.107753
-11.251482,12,20.117752
-2.835515,21,20.137324
-10.491897,19,20.153371
-4.400341,14,20.169318
-9.409881,9,20.178324
-9.121589,16,20.19332
-7.818343,24,20.212319
-4.265646,15,20.226318
-7.073494,7,20.232318
-7.401606,9,20.240823
-5.670626,49,20.287948
-6.825666,12,20.299949
-4.395835,16,20.313897
-10.594046,11,20.323289
-3.712659,19,20.342289
-4.833642,20,20.359287
2.92982,22,20.381849
-6.335736,15,20.395836
-6.162648,10,20.406557
-4.99393,12,20.417555
-8.143514,17,20.435366
-7.790563,8,20.44288
-7.482163,14,20.457114
-9.837723,11,20.467115
