Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,左边PID数据，右边强化学习数据,Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,,,,,,,,,,,
210,-0.012089351,-0.003826311,-0.000668099,-0.026677441,-0.692668789,-0.219231471,-0.038279253,-1.528504778,,,,,,,,,,,,,,,210,0.000549097,0.001668623,0.003931988,-0.00331192,0.031460958,0.095605055,0.225286334,-0.18975906
211,-0.012060114,-0.003748679,-0.000643381,-0.026502573,-0.690993633,-0.214783485,-0.036863016,-1.518485579,,,,,,,,,,,,,,,211,0.00053505,0.000752395,-0.000368045,-0.001118812,0.03065612,0.043109058,-0.02108745,-0.064103203
212,-0.012031036,-0.003672322,-0.000619442,-0.026328513,-0.689327586,-0.210408552,-0.035491412,-1.508512676,,,,,,,,,,,,,,,212,0.001046631,-0.000753298,-0.004952472,0.001277295,0.059967511,-0.043160796,-0.283755742,0.073183639
213,-0.012002001,-0.003597234,-0.000596254,-0.026155249,-0.687664003,-0.206106326,-0.034162838,-1.49858538,,,,,,,,,,,,,,,213,0.002955206,-0.00167798,-0.008378279,0.004534809,0.169320804,-0.096141172,-0.480040009,0.25982539
214,-0.011972965,-0.003523392,-0.000573813,-0.025982756,-0.686000363,-0.201875491,-0.032877063,-1.488702259,,,,,,,,,,,,,,,214,0.002678982,-0.001058213,-0.00947924,0.004971048,0.153494364,-0.060631139,-0.543120465,0.284820071
215,-0.011944434,-0.00345079,-0.00055209,-0.025811039,-0.684365657,-0.197715703,-0.031632427,-1.4788636,,,,,,,,,,,,,,,215,0.001501995,-0.002724688,-0.007401148,0.003776437,0.086057991,-0.156113123,-0.424054571,0.216373884
216,-0.011915833,-0.0033795,-0.000531095,-0.025640091,-0.68272694,-0.193631087,-0.030429502,-1.469069001,,,,,,,,,,,,,,,216,0.000601461,-0.004976801,-0.006143913,0.002142922,0.034461194,-0.285149693,-0.352020275,0.122780364
217,-0.011886975,-0.003309439,-0.000510784,-0.02547018,-0.681073499,-0.189616887,-0.029265767,-1.459333817,,,,,,,,,,,,,,,217,0.000999088,-0.00638211,-0.004247306,0.001184222,0.057243521,-0.365667967,-0.243352692,0.067850916
218,-0.011858089,-0.00324057,-0.00049115,-0.02530108,-0.679418453,-0.185670984,-0.028140822,-1.449645101,,,,,,,,,,,,,,,218,-0.000952283,-0.005814914,-0.00087067,0.001851015,-0.054561796,-0.33317003,-0.049885714,0.106055368
219,-0.011829392,-0.003174325,-0.000472164,-0.025132748,-0.677774236,-0.181875425,-0.027053004,-1.440000388,,,,,,,,,,,,,,,219,-0.003591772,-0.002510036,-1.93E-05,0.000492161,-0.205793386,-0.143814469,-0.001106209,0.028198724
220,-0.011800846,-0.003109451,-0.000453817,-0.024965158,-0.67613867,-0.178158419,-0.026001799,-1.430398188,,,,,,,,,,,,,,,220,-0.005474229,-0.000101134,-0.000254679,-0.001456464,-0.31365023,-0.005794551,-0.014592016,-0.083449231
221,-0.011772336,-0.003045699,-0.00043608,-0.024798321,-0.674505168,-0.174505698,-0.024985544,-1.420839132,,,,,,,,,,,,,,,221,-0.005437278,0.002346074,-0.000425339,-0.002729105,-0.311533084,0.134420139,-0.024370151,-0.156366218
222,-0.011743826,-0.002982999,-0.000418954,-0.024632224,-0.672871665,-0.170913253,-0.024004296,-1.411322475,,,,,,,,,,,,,,,222,-0.002654533,0.00548289,0.000419672,-0.002295741,-0.152093529,0.314146457,0.024045407,-0.131536293
223,-0.011715827,-0.002921321,-0.000402411,-0.024466857,-0.671267441,-0.167379364,-0.023056452,-1.401847644,,,,,,,,,,,,,,,223,-0.0007238,0.005640614,0.003057975,0.000622417,-0.041470703,0.323183376,0.17520906,0.035661878
224,-0.011687753,-0.00286065,-0.000386457,-0.024302232,-0.669658919,-0.163903172,-0.022142355,-1.392415326,,,,,,,,,,,,,,,224,0.001378865,0.004030913,0.003852271,0.00243245,0.079003141,0.230954302,0.220718888,0.139369145
225,-0.011659412,-0.002800971,-0.000371052,-0.024138607,-0.668035099,-0.160483817,-0.021259714,-1.383040304,,,,,,,,,,,,,,,225,0.004363676,0.001902884,0.00382938,0.004010252,0.250020223,0.109027222,0.219407314,0.229770519
226,-0.011631059,-0.002742269,-0.000356195,-0.02397576,-0.666410592,-0.15712044,-0.02040847,-1.373709859,,,,,,,,,,,,,,,226,0.004586279,0.000424363,0.003973156,0.006139609,0.262774447,0.024314209,0.227645053,0.351773655
227,-0.01160289,-0.002684604,-0.000341858,-0.023813665,-0.664796627,-0.153816479,-0.019587021,-1.364422499,,,,,,,,,,,,,,,227,0.003283307,0.000579788,0.005213477,0.005215454,0.18811964,0.033219405,0.298710216,0.298823486
228,-0.011574868,-0.002627905,-0.000328034,-0.023652302,-0.663191085,-0.150567865,-0.018794964,-1.35517708,,,,,,,,,,,,,,,228,0.001670897,-0.001324842,0.003927278,0.002611478,0.095735335,-0.075907855,0.225016479,0.149626696
229,-0.011546879,-0.002572147,-0.000314695,-0.023491667,-0.661587433,-0.147373167,-0.018030695,-1.345973373,,,,,,,,,,,,,,,229,0.000866453,-0.003713664,0.001483541,-0.000283145,0.049644105,-0.212777274,0.085000611,-0.016223029
230,-0.011518896,-0.002517317,-0.000301846,-0.023331766,-0.659984125,-0.14423164,-0.017294502,-1.33681172,,,,,,,,,,,,,,,230,0.001814189,-0.005227171,-0.000796837,-0.002221687,0.103945374,-0.299494837,-0.04565541,-0.127293277
231,-0.011491413,-0.002463401,-0.000289457,-0.02317259,-0.658409466,-0.141142481,-0.016584664,-1.327691607,,,,,,,,,,,,,,,231,0.000889012,-0.004785838,-0.001770677,-0.002195337,0.050936627,-0.274208319,-0.101452319,-0.125783567
232,-0.011463845,-0.002410396,-0.000277533,-0.023014138,-0.656829935,-0.138105518,-0.01590147,-1.318612977,,,,,,,,,,,,,,,232,-0.000549169,-0.001630178,-0.000530816,-0.003994549,-0.03146506,-0.093402319,-0.030413523,-0.228870817
233,-0.01143603,-0.002358294,-0.000266046,-0.022856673,-0.655236253,-0.135120293,-0.015243313,-1.309590897,,,,,,,,,,,,,,,233,-0.001308429,0.000640344,-0.000714323,-0.005935763,-0.074967479,0.036689009,-0.040927708,-0.34009414
234,-0.011408196,-0.002307082,-0.000254987,-0.022699979,-0.653641483,-0.132186062,-0.014609679,-1.300612992,,,,,,,,,,,,,,,234,-0.000411341,0.002916478,-0.001022208,-0.006641431,-0.023568104,0.16710188,-0.058568183,-0.380525943
235,-0.011380539,-0.002256814,-0.000244341,-0.022544022,-0.652056853,-0.129305917,-0.013999708,-1.291677314,,,,,,,,,,,,,,,235,-0.001539569,0.005875636,-0.000406762,-0.005083555,-0.08821083,0.336649145,-0.023305723,-0.291266247
236,-0.011353031,-0.002207438,-0.000234094,-0.022388799,-0.650480761,-0.126476881,-0.013412598,-1.282783691,,,,,,,,,,,,,,,236,-0.003122071,0.005875125,0.001965299,-0.000611481,-0.178881468,0.336619867,0.112603361,-0.035035305
237,-0.011325558,-0.002158928,-0.000224229,-0.022234299,-0.648906674,-0.123697463,-0.012847375,-1.273931493,,,,,,,,,,,,,,,237,-0.003852043,0.004130795,0.002512318,0.003205772,-0.220705828,0.23667712,0.14394519,0.183677229
238,-0.01129809,-0.002111276,-0.000214743,-0.02208052,-0.647332874,-0.120967204,-0.012303868,-1.265120605,,,,,,,,,,,,,,,238,-0.002714639,0.001905609,0.002376238,0.006900754,-0.155537382,0.109183353,0.136148399,0.39538408
239,-0.011271105,-0.002064468,-0.000205618,-0.02192747,-0.645786747,-0.118285303,-0.011781044,-1.256351486,,,,,,,,,,,,,,,239,-0.003537858,0.000375784,0.002579472,0.006617905,-0.202704306,0.021530837,0.147792859,0.379178021
240,-0.01124405,-0.002018506,-0.000196854,-0.021775138,-0.64423661,-0.115651875,-0.011278903,-1.247623506,,,,,,,,,,,,,,,240,-0.004628953,0.000528463,0.00404397,0.003756034,-0.265219491,0.0302787,0.231702417,0.215204879
241,-0.011216747,-0.001973376,-0.000188424,-0.021623764,-0.642672263,-0.113066116,-0.0107959,-1.238950414,,,,,,,,,,,,,,,241,-0.004664007,-0.001323037,0.003189288,-0.000181888,-0.267227926,-0.075804436,0.182732759,-0.010421419
242,-0.011189416,-0.001929073,-0.000180328,-0.021473161,-0.641106312,-0.110527741,-0.010332033,-1.230321498,,,,,,,,,,,,,,,242,-0.002679906,-0.003615958,0.001352342,-0.003771075,-0.1535473,-0.207179132,0.077483481,-0.21606669
243,-0.011162272,-0.001885635,-0.000172547,-0.021323284,-0.639551075,-0.108038927,-0.009886215,-1.221734179,,,,,,,,,,,,,,,243,-0.002463863,-0.005006672,-0.000210552,-0.005815444,-0.14116897,-0.286861175,-0.012063761,-0.333200417
244,-0.011135275,-0.001843019,-0.000165074,-0.021174126,-0.638004261,-0.10559721,-0.009458044,-1.213188055,,,,,,,,,,,,,,,244,-0.002495524,-0.004432881,-0.000415992,-0.00539274,-0.142982966,-0.253985372,-0.023834562,-0.308981247
245,-0.011108307,-0.0018012,-0.000157892,-0.021025689,-0.636459109,-0.103201158,-0.009046545,-1.204683241,,,,,,,,,,,,,,,245,-0.00164488,-0.001146766,0.001611318,-0.001864157,-0.094244679,-0.065704852,0.092321713,-0.106808303
246,-0.011081336,-0.00176017,-0.000151,-0.020877965,-0.634913784,-0.100850312,-0.008651663,-1.196219279,,,,,,,,,,,,,,,246,0.00091943,0.001265566,0.002273526,0.00110042,0.052679441,0.07251159,0.130263472,0.06304941
247,-0.011054851,-0.001719915,-0.000144383,-0.020730947,-0.633396305,-0.098543871,-0.008272537,-1.187795768,,,,,,,,,,,,,,,247,0.00158984,0.003639472,0.002626773,0.004192723,0.091091113,0.208526385,0.150502987,0.240225338
248,-0.011028293,-0.001680437,-0.00013804,-0.020584646,-0.631874644,-0.096281948,-0.007909109,-1.179413339,,,,,,,,,,,,,,,248,0.001577911,0.006645691,0.003611696,0.007970684,0.090407634,0.380770046,0.206934954,0.456686533
249,-0.011001486,-0.001641718,-0.000131949,-0.02043928,-0.630338716,-0.094063513,-0.007560121,-1.17108448,,,,,,,,,,,,,,,249,0.001913867,0.006646849,0.00160613,0.008711522,0.109656528,0.380836395,0.092024497,0.499133446
250,-0.010974667,-0.001603752,-0.000126111,-0.020294657,-0.628802101,-0.091888221,-0.007225628,-1.162798193,,,,,,,,,,,,,,,250,0.003501797,0.004827695,-0.001723378,0.00740081,0.200638189,0.276606548,-0.098742307,0.424035167
251,-0.010948022,-0.001566571,-0.000120511,-0.020150756,-0.627275455,-0.089757907,-0.006904772,-1.154553273,,,,,,,,,,,,,,,251,0.0027654,0.002455077,-0.004833736,0.005211266,0.158445737,0.14066555,-0.276952653,0.298583571
252,-0.010921517,-0.001530135,-0.000115144,-0.020007556,-0.62575683,-0.087670278,-0.006597265,-1.146348517,,,,,,,,,,,,,,,252,0.00105589,0.000719741,-0.006415513,0.003305604,0.060498034,0.041238122,-0.367581834,0.189397176
253,-0.010895042,-0.001494421,-0.000109992,-0.019865057,-0.624239924,-0.085624016,-0.006302077,-1.138183926,,,,,,,,,,,,,,,253,-0.000374282,0.000623995,-0.00546421,0.002693066,-0.021444759,0.03575228,-0.313076147,0.154301308
254,-0.01086857,-0.001459419,-0.00010506,-0.019723262,-0.62272319,-0.083618549,-0.006019495,-1.130059671,,,,,,,,,,,,,,,254,-0.000449514,-0.001529405,-0.001307739,-0.000355486,-0.025755256,-0.087628452,-0.074927907,-0.020367872
255,-0.010836681,-0.001425118,-0.000100332,-0.01958216,-0.620896085,-0.081653247,-0.0057486,-1.121975122,,,,,,,,,,,,,,,255,0.00169814,-0.004140942,0.002486,-0.004192653,0.097296258,-0.2372585,0.142437306,-0.240221299
256,-0.01081496,-0.001391514,-9.58E-05,-0.019441748,-0.619651564,-0.079727879,-0.005488936,-1.113930107,,,,,,,,,,,,,,,256,0.002475665,-0.005827465,0.006444443,-0.007338352,0.141845147,-0.33388915,0.369239384,-0.4204566
257,-0.010793427,-0.001358592,-9.15E-05,-0.019302251,-0.618417814,-0.077841588,-0.005242564,-1.105937517,,,,,,,,,,,,,,,257,0.002919939,-0.005489613,0.006755756,-0.008565947,0.167300165,-0.314531656,0.387076323,-0.49079263
258,-0.010761392,-0.001326342,-8.73E-05,-0.019163481,-0.616582343,-0.075993799,-0.005001922,-1.097986582,,,,,,,,,,,,,,,258,0.003962364,-0.002361296,0.004681546,-0.006956213,0.227026754,-0.135292295,0.268232843,-0.398561667
259,-0.010735825,-0.001294793,-8.34E-05,-0.019025402,-0.615117462,-0.074186174,-0.004778468,-1.090075238,,,,,,,,,,,,,,,259,0.001992692,-5.85E-05,0.001583749,-0.001958785,0.114172836,-0.003351803,0.090742141,-0.112230111
260,-0.01070693,-0.001263905,-7.96E-05,-0.018888021,-0.613461901,-0.072416422,-0.004560744,-1.082203887,,,,,,,,,,,,,,,260,-0.001341365,0.002341024,-0.001223151,0.002800237,-0.076854571,0.134130795,-0.070081376,0.160441747
261,-0.010677909,-0.001233661,-7.59E-05,-0.018751322,-0.61179912,-0.070683569,-0.00434875,-1.074371611,,,,,,,,,,,,,,,261,-0.004502403,0.005494513,-0.002621659,0.007670967,-0.257968675,0.314812405,-0.150210001,0.439514047
262,-0.010659284,-0.001204047,-7.24E-05,-0.018615296,-0.610731986,-0.068986811,-0.004148214,-1.066577895,,,,,,,,,,,,,,,262,-0.006180838,0.005746361,-0.001739239,0.008765389,-0.354135941,0.329242233,-0.099651041,0.502219796
263,-0.010638578,-0.001175055,-6.91E-05,-0.01847996,-0.609545619,-0.067325692,-0.003959138,-1.058823714,,,,,,,,,,,,,,,263,-0.005367179,0.00427925,-0.002330903,0.007130859,-0.307516717,0.245182964,-0.133550917,0.40856815
264,-0.0106062,-0.001146678,-6.59E-05,-0.018345297,-0.607690497,-0.06569981,-0.003775792,-1.051108092,,,,,,,,,,,,,,,264,-0.001377801,0.002316935,-0.002992247,0.00403125,-0.07894221,0.132750597,-0.17144311,0.230973613
265,-0.010580318,-0.001118904,-6.29E-05,-0.018211509,-0.606207567,-0.064108477,-0.003603905,-1.043442604,,,,,,,,,,,,,,,265,0.002217094,0.001008219,-0.002608961,0.000768132,0.127030156,0.057766694,-0.149482469,0.044010727
266,-0.010557866,-0.001091718,-6.00E-05,-0.018078431,-0.604921162,-0.062550834,-0.003437747,-1.035817797,,,,,,,,,,,,,,,266,0.005985465,0.001328027,-0.000347687,-0.001514441,0.342941911,0.076090342,-0.019920986,-0.086771099
267,-0.010533558,-0.001065149,-5.72E-05,-0.017946035,-0.603528417,-0.061028542,-0.003277319,-1.028232064,,,,,,,,,,,,,,,267,0.006101742,-0.00039082,0.000102309,-0.001901537,0.349604065,-0.022392337,0.005861893,-0.108950053
268,-0.010506702,-0.001039158,-5.45E-05,-0.017814308,-0.601989681,-0.059539368,-0.00312262,-1.020684663,,,,,,,,,,,,,,,268,0.003892811,-0.002637774,2.93E-05,0.000305704,0.223041651,-0.151133318,0.001676108,0.017515549
269,-0.010479798,-0.001013733,-5.20E-05,-0.017683248,-0.600448196,-0.058082622,-0.002979381,-1.013175478,,,,,,,,,,,,,,,269,0.000752545,-0.00409495,0.000477277,0.001337183,0.043117673,-0.234623352,0.027345968,0.07661492
270,-0.010454298,-0.000988855,-4.96E-05,-0.017552853,-0.598987153,-0.056657218,-0.002841871,-1.005704395,,,,,,,,,,,,,,,270,-0.001995333,-0.003705196,0.002309018,0.002155637,-0.114324139,-0.212292093,0.132297003,0.123508921
271,-0.010429933,-0.000964523,-4.72E-05,-0.01742312,-0.597591142,-0.055263097,-0.002704361,-0.998271242,,,,,,,,,,,,,,,271,-0.003235509,-0.000700431,0.001906982,0.003584576,-0.185381001,-0.04013174,0.109261994,0.205381086
272,-0.010405058,-0.000940724,-4.50E-05,-0.017294046,-0.596165909,-0.053899515,-0.00257831,-0.990875847,,,,,,,,,,,,,,,272,-0.002106233,0.001330214,0.000611971,0.00187791,-0.120678286,0.076215648,0.035063339,0.107596307
273,-0.010379401,-0.000917453,-4.29E-05,-0.017168682,-0.594695871,-0.052566185,-0.002457989,-0.983693018,,,,,,,,,,,,,,,273,-0.002354412,0.003275753,-0.000371682,-0.001355863,-0.134897862,0.187686822,-0.021295808,-0.077685238
274,-0.010353736,-0.000894691,-4.09E-05,-0.017044503,-0.593225375,-0.051262018,-0.002343397,-0.976578086,,,,,,,,,,,,,,,274,-0.002610738,0.005862758,-1.85E-05,-0.004606142,-0.149584261,0.33591129,-0.001062081,-0.263912488
275,-0.010328542,-0.000872463,-3.90E-05,-0.01692106,-0.591781865,-0.049988448,-0.002234535,-0.969505323,,,,,,,,,,,,,,,275,-0.001815894,0.00546645,-0.00205332,-0.00656952,-0.104043052,0.313204514,-0.117646587,-0.376405778
276,-0.010298368,-0.000850735,-3.72E-05,-0.016798426,-0.590053022,-0.048743525,-0.002131403,-0.962478912,,,,,,,,,,,,,,,276,0.000818831,0.003375474,-0.004742447,-0.006220424,0.046915559,0.193400414,-0.271722215,-0.35640405
277,-0.010269704,-0.000829497,-3.54E-05,-0.016676386,-0.588410696,-0.047526677,-0.002028271,-0.955486535,,,,,,,,,,,,,,,277,0.001653178,0.000905735,-0.006598404,-0.002855844,0.094720145,0.051894793,-0.378060675,-0.163627809
278,-0.010244821,-0.00080873,-3.37E-05,-0.016554872,-0.586985005,-0.046336816,-0.001930868,-0.948524296,,,,,,,,,,,,,,,278,0.001837051,-0.000740687,-0.006434436,-0.000125396,0.105255279,-0.042438239,-0.368666044,-0.007184635
279,-0.010229906,-0.000788429,-3.21E-05,-0.016433857,-0.586130439,-0.045173654,-0.001839195,-0.941590647,,,,,,,,,,,,,,,279,0.002351319,-0.000572875,-0.003428809,0.002795868,0.134720648,-0.03282332,-0.196456274,0.160191412
280,-0.010209457,-0.000768595,-3.06E-05,-0.016313303,-0.584958797,-0.04403725,-0.001753251,-0.934683412,,,,,,,,,,,,,,,280,0.004068878,-0.002301753,-0.001210221,0.006480163,0.233129516,-0.131880732,-0.069340577,0.371285994
281,-0.010181317,-0.000749553,-2.92E-05,-0.016193184,-0.583346494,-0.042946223,-0.001673037,-0.9278011,,,,,,,,,,,,,,,281,0.003387414,-0.004334887,0.001242629,0.007238195,0.19408452,-0.24837073,0.071197377,0.414718033
282,-0.010152767,-0.000730667,-2.78E-05,-0.016073498,-0.581710699,-0.041864135,-0.001592823,-0.920943597,,,,,,,,,,,,,,,282,0.001622546,-0.005335628,0.004590209,0.006107298,0.092965015,-0.305708965,0.262999581,0.349922392
283,-0.010122414,-0.000712177,-2.65E-05,-0.015954232,-0.579971601,-0.040804736,-0.001518338,-0.914110159,,,,,,,,,,,,,,,283,2.08E-05,-0.004273093,0.00517023,0.004244003,0.00119239,-0.244830194,0.296232347,0.243163452
284,-0.010104589,-0.000694111,-2.52E-05,-0.015835544,-0.578950303,-0.039769631,-0.001443854,-0.907309837,,,,,,,,,,,,,,,284,-0.000332317,-0.000443294,0.004142888,0.002782237,-0.019040344,-0.025398875,0.237369981,0.15941043
285,-0.010085534,-0.000676456,-2.40E-05,-0.015717301,-0.577858532,-0.038758074,-0.001375099,-0.900535013,,,,,,,,,,,,,,,285,0.001444633,0.002581191,0.002676606,0.002710184,0.08277136,0.14789135,0.153358217,0.15528212
286,-0.010059449,-0.000659209,-2.29E-05,-0.015599474,-0.576363972,-0.037769894,-0.001312073,-0.893784023,,,,,,,,,,,,,,,286,0.001743165,0.005483466,0.001872892,0.000333694,0.099876004,0.314179459,0.107308802,0.019119263
287,-0.010031423,-0.000642655,-2.18E-05,-0.015482058,-0.5747582,-0.036821419,-0.001249048,-0.887056582,,,,,,,,,,,,,,,287,0.001696541,0.004363638,0.002683098,-0.002789092,0.097204646,0.250018041,0.153730185,-0.159803175
288,-0.010006146,-0.000626541,-2.08E-05,-0.015365057,-0.573309935,-0.035898155,-0.001191752,-0.880352918,,,,,,,,,,,,,,,288,0.002294496,0.000860565,0.001466887,-0.005255338,0.131464911,0.049306742,0.084046441,-0.301108699
289,-0.00998317,-0.0006108,-1.98E-05,-0.015248479,-0.571993507,-0.034996262,-0.001134456,-0.873673491,,,,,,,,,,,,,,,289,-0.000174616,-0.003388737,-0.000397299,-0.005910738,-0.010004745,-0.194160328,-0.022763556,-0.338660324
290,-0.009959822,-0.00059542,-1.89E-05,-0.015132333,-0.570655765,-0.034115053,-0.00108289,-0.867018815,,,,,,,,,,,,,,,290,-0.003898757,-0.006904874,-0.001670835,-0.003905179,-0.223382308,-0.395620138,-0.095731785,-0.223750274
291,-0.009935175,-0.000580386,-1.80E-05,-0.015016629,-0.569243596,-0.033253668,-0.001031324,-0.860389464,,,,,,,,,,,,,,,291,-0.007244086,-0.008468264,-0.001327601,-0.003002058,-0.415055566,-0.485195787,-0.076065962,-0.172005263
292,-0.009910227,-0.000565456,-1.72E-05,-0.014901545,-0.567814181,-0.032398242,-0.000985487,-0.853795637,,,,,,,,,,,,,,,292,-0.008838125,-0.007158982,-0.003141325,-0.001896358,-0.506387245,-0.410179454,-0.179984663,-0.1086533
293,-0.00988591,-0.000551062,-1.63E-05,-0.014786958,-0.56642092,-0.031573527,-0.000933921,-0.847230285,,,,,,,,,,,,,,,293,-0.007634762,-0.002410118,-0.005380231,0.00029889,-0.43743962,-0.13808959,-0.308264529,0.017125143
294,-0.009862085,-0.000537051,-1.56E-05,-0.014672847,-0.565055848,-0.030770756,-0.000893814,-0.840692207,,,,,,,,,,,,,,,294,-0.002992337,0.002152294,-0.006600531,0.004234854,-0.171448297,0.123317362,-0.378182565,0.24263927
295,-0.009838611,-0.000523369,-1.49E-05,-0.014559229,-0.563710887,-0.029986835,-0.000853707,-0.834182375,,,,,,,,,,,,,,,295,0.001529154,0.006925252,-0.005688543,0.006273768,0.087614062,0.396787712,-0.325929477,0.35946042
296,-0.009814776,-0.000510009,-1.42E-05,-0.014446103,-0.562345242,-0.029221363,-0.0008136,-0.827700732,,,,,,,,,,,,,,,296,0.006374504,0.008012912,-0.001908874,0.007201291,0.365232154,0.459106039,-0.109370427,0.412603583
297,-0.009790644,-0.000496955,-1.35E-05,-0.014333491,-0.56096258,-0.028473424,-0.000773493,-0.82124854,,,,,,,,,,,,,,,297,0.00766352,0.006494417,0.001172476,0.007904296,0.439087366,0.372102684,0.067177947,0.452882804
298,-0.009766629,-0.000484202,-1.29E-05,-0.014221408,-0.559586622,-0.027742731,-0.000739116,-0.814826657,,,,,,,,,,,,,,,298,0.006463744,0.003621292,0.004301757,0.004783743,0.370345265,0.207484748,0.246472499,0.274088264
299,-0.00974287,-0.000471743,-1.23E-05,-0.014109856,-0.558225331,-0.027028883,-0.000704738,-0.808435198,,,,,,,,,,,,,,,299,0.003986782,0.000668176,0.0080571,-0.000404817,0.228425808,0.038283665,0.461637797,-0.023194315
300,-0.009719215,-0.000459579,-1.17E-05,-0.013998997,-0.55687,-0.026331937,-0.000670361,-0.802083446,,,,,,,,,,,,,,,300,0.001469531,-0.001246312,0.008764429,-0.005918465,0.084197919,-0.071408418,0.502164806,-0.339103045
301,-0.009695513,-0.000447696,-1.12E-05,-0.013888712,-0.555511975,-0.025651091,-0.000641713,-0.79576458,,,,,,,,,,,,,,,301,4.67E-06,-0.001226307,0.007430507,-0.010264136,0.000267354,-0.070262215,0.425736679,-0.588091678
302,-0.009671812,-0.000436104,-1.07E-05,-0.013779,-0.554154008,-0.024986919,-0.000613065,-0.789478546,,,,,,,,,,,,,,,302,0.000478019,-0.003130874,0.005248781,-0.01223274,0.02738848,-0.179385866,0.30073299,-0.700884395
303,-0.009648563,-0.000424784,-1.02E-05,-0.013669858,-0.552821938,-0.02433833,-0.000584417,-0.78322517,,,,,,,,,,,,,,,303,-0.000862191,-0.005372397,0.003400063,-0.010878198,-0.04939991,-0.307815674,0.194809283,-0.623274812
304,-0.009625269,-0.000413737,-9.74E-06,-0.013561287,-0.55148729,-0.023705384,-0.000558061,-0.77700451,,,,,,,,,,,,,,,304,-0.002592793,-0.006609174,0.002908724,-0.005654892,-0.148556098,-0.378677776,0.166657623,-0.32400147
305,-0.009601751,-0.000402948,-9.32E-06,-0.013453296,-0.550139808,-0.02308722,-0.000533997,-0.770817081,,,,,,,,,,,,,,,305,-0.003493619,-0.005794249,7.56E-05,-0.000265102,-0.200169601,-0.331986013,0.004332235,-0.01518922
306,-0.009578212,-0.000392416,-8.90E-06,-0.013345883,-0.548791123,-0.022483781,-0.000509932,-0.76466277,,,,,,,,,,,,,,,306,-0.002597678,-0.002228584,-0.003488065,0.005659441,-0.148835979,-0.127688457,-0.199851386,0.324262088
307,-0.009554828,-0.000382132,-8.52E-06,-0.013239062,-0.547451318,-0.021894551,-0.00048816,-0.758542377,,,,,,,,,,,,,,,307,0.000803585,0.000415617,-0.006333456,0.008044989,0.046042034,0.0238131,-0.36288032,0.460943911
308,-0.009531562,-0.000372101,-8.14E-06,-0.013132987,-0.546118275,-0.021319817,-0.000466388,-0.752464728,,,,,,,,,,,,,,,308,0.00308372,0.002998608,-0.007267554,0.007768126,0.176684126,0.171807583,-0.41640019,0.445080844
309,-0.009508336,-0.000362307,-7.80E-06,-0.013027524,-0.544787523,-0.020758662,-0.000446907,-0.746422143,,,,,,,,,,,,,,,309,0.00502286,0.006138531,-0.005410569,0.005870571,0.287788705,0.351711919,-0.310002757,0.336358958
310,-0.00948511,-0.000352761,-7.46E-06,-0.012922668,-0.543456771,-0.020211716,-0.000427427,-0.740414336,,,,,,,,,,,,,,,310,0.007355349,0.006139357,-0.004639859,0.003500378,0.421430442,0.351759245,-0.26584434,0.200556906
311,-0.009462295,-0.000343444,-7.14E-06,-0.012818408,-0.542149568,-0.019677892,-0.000409092,-0.734440678,,,,,,,,,,,,,,,311,0.006444379,0.00421957,-0.003516954,0.00172495,0.369235719,0.241763552,-0.201506605,0.098832331
312,-0.009439414,-0.00033436,-6.84E-06,-0.012714758,-0.540838583,-0.019157417,-0.000391903,-0.728501971,,,,,,,,,,,,,,,312,0.003625726,0.00166488,-0.00110704,0.001438192,0.207738814,0.095390597,-0.063428746,0.082402324
313,-0.009416333,-0.000325495,-6.56E-06,-0.01261171,-0.539516139,-0.01864949,-0.00037586,-0.722597755,,,,,,,,,,,,,,,313,0.000306286,-0.000317684,0.003197335,-0.001200162,0.017548902,-0.018201952,0.183193792,-0.068764195
314,-0.009393239,-0.000316848,-6.28E-06,-0.012509249,-0.538192951,-0.018154053,-0.000359817,-0.716727173,,,,,,,,,,,,,,,314,-0.002230723,-0.000715958,0.005760796,-0.00459869,-0.127810999,-0.041021372,0.330069288,-0.263485511
315,-0.00937028,-0.000308409,-6.02E-06,-0.012407401,-0.536877497,-0.017670534,-0.000344921,-0.710891712,,,,,,,,,,,,,,,315,-0.0029382,-0.003338086,0.007299151,-0.007338136,-0.168346434,-0.191258239,0.418210518,-0.420444237
316,-0.009347454,-0.000300186,-5.78E-06,-0.012306284,-0.535569663,-0.017199391,-0.00033117,-0.705098135,,,,,,,,,,,,,,,316,-0.001020967,-0.006442836,0.00861426,-0.008241368,-0.05849709,-0.369147311,0.493560731,-0.472195614
317,-0.009324658,-0.000292163,-5.55E-06,-0.012205792,-0.534263549,-0.016739707,-0.000317992,-0.699340367,,,,,,,,,,,,,,,317,-0.000151821,-0.008535144,0.006082416,-0.006431445,-0.008698686,-0.489027729,0.348496791,-0.368494638
