Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,左边PID数据，右边强化学习数据,Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,,,,,,,,,,,
318,-0.009301863,-0.000284349,-5.32E-06,-0.012105907,-0.532957492,-0.016291998,-0.000304814,-0.693617378,,,,,,,,,,,,,,,318,0.000743954,-0.008415712,0.001341287,-0.001388763,0.042625425,-0.482184779,0.076850076,-0.079570273
319,-0.009279468,-0.000276728,-5.11E-06,-0.012006609,-0.531674353,-0.015855346,-0.000292781,-0.687928022,,,,,,,,,,,,,,,319,0.002511386,-0.005266689,-0.003921882,0.003221235,0.143891815,-0.301759052,-0.224707279,0.18456318
320,-0.009257021,-0.000269304,-4.91E-06,-0.011907908,-0.530388234,-0.015429983,-0.000281322,-0.682272871,,,,,,,,,,,,,,,320,0.001425029,-0.002868537,-0.00822937,0.007764816,0.081648122,-0.164355063,-0.471508165,0.444891206
321,-0.009234371,-0.000262063,-4.72E-06,-0.011809792,-0.529090485,-0.015015104,-0.000270436,-0.676651239,,,,,,,,,,,,,,,321,-0.000960372,-0.000102092,-0.010389489,0.008323532,-0.055025241,-0.005849441,-0.595273844,0.476903251
322,-0.00921169,-0.000255007,-4.53E-06,-0.011712272,-0.527790959,-0.014610825,-0.00025955,-0.671063754,,,,,,,,,,,,,,,322,-0.003227988,0.003653653,-0.009483663,0.006067813,-0.184950089,0.209338897,-0.543373863,0.34766006
323,-0.009189165,-0.000248124,-4.37E-06,-0.01161534,-0.526500372,-0.014216458,-0.000250383,-0.66550996,,,,,,,,,,,,,,,323,-0.004172509,0.004645001,-0.004944839,0.002368565,-0.239067181,0.266138953,-0.283318414,0.135708761
324,-0.009166766,-0.000241423,-4.20E-06,-0.011519105,-0.525217004,-0.013832519,-0.000240642,-0.6599961,,,,,,,,,,,,,,,324,-0.002864688,0.004007705,-0.00048415,-0.001399994,-0.16413452,0.229624582,-0.027739741,-0.080213774
325,-0.009144395,-0.000234889,-4.04E-06,-0.011423485,-0.52393524,-0.013458148,-0.000231475,-0.654517478,,,,,,,,,,,,,,,325,-0.003061741,0.002855403,0.004431344,-0.004050984,-0.175424842,0.163602541,0.253897328,-0.23210429
326,-0.009122019,-0.000228531,-3.90E-06,-0.01132844,-0.522653189,-0.013093862,-0.000223454,-0.6490718,,,,,,,,,,,,,,,326,-0.003278208,0.002247444,0.005704905,-0.00464712,-0.187827459,0.128769056,0.326866976,-0.26626035
327,-0.009100048,-0.000222332,-3.75E-06,-0.011233971,-0.521394344,-0.012738685,-0.000214859,-0.643659125,,,,,,,,,,,,,,,327,-0.002396788,0.003113009,0.004530445,-0.002501183,-0.137325809,0.178362277,0.25957535,-0.143307237
328,-0.009078021,-0.0002163,-3.63E-06,-0.01114007,-0.52013229,-0.012393077,-0.000207984,-0.638278994,,,,,,,,,,,,,,,328,0.000386492,0.001792277,0.002139398,-0.001416633,0.022144361,0.102689908,0.122578481,-0.081167109
329,-0.009055776,-0.000210418,-3.50E-06,-0.011046747,-0.518857745,-0.012056063,-0.000200535,-0.63293198,,,,,,,,,,,,,,,329,0.001449439,-0.000322533,-0.00024833,-0.00029755,0.083046713,-0.01847978,-0.014228245,-0.017048336
330,-0.009033525,-0.000204787,-3.38E-06,-0.010953987,-0.517582857,-0.011733431,-0.00019366,-0.627617224,,,,,,,,,,,,,,,330,0.001931745,-0.001961485,-0.001562149,0.001660113,0.110680823,-0.112384812,-0.089504549,0.095117475
331,-0.009011422,-0.000199311,-3.26E-06,-0.010861779,-0.516316448,-0.011419679,-0.000186784,-0.622334095,,,,,,,,,,,,,,,331,0.002781994,-0.002063134,-0.000942998,0.000558571,0.159396524,-0.118208871,-0.054029815,0.032003763
332,-0.008989441,-0.000193985,-3.16E-06,-0.010770262,-0.515057029,-0.011114522,-0.000181055,-0.617090557,,,,,,,,,,,,,,,332,0.004852998,0.000193966,-0.002219808,-0.001979865,0.278056316,0.011113433,-0.127185629,-0.113437888
333,-0.008967481,-0.000188791,-3.05E-06,-0.010679317,-0.513798814,-0.010816928,-0.000174752,-0.611879792,,,,,,,,,,,,,,,333,0.004547632,0.001197597,-0.00389033,-0.004491307,0.260560138,0.068617254,-0.222899508,-0.25733293
334,-0.008945529,-0.000183732,-2.95E-06,-0.010588931,-0.512541057,-0.010527068,-0.000169023,-0.606701056,,,,,,,,,,,,,,,334,0.003086924,0.00199424,-0.004694992,-0.005727603,0.176867722,0.114261535,-0.269003219,-0.328167496
335,-0.008923962,-0.000178794,-2.86E-06,-0.010499104,-0.511305359,-0.010244142,-0.000163866,-0.601554348,,,,,,,,,,,,,,,335,0.001668905,0.003458294,-0.003654301,-0.004723583,0.095621235,0.198145651,-0.209376001,-0.270641391
336,-0.008902329,-0.000173991,-2.77E-06,-0.010409816,-0.51006588,-0.00996895,-0.000158709,-0.596438522,,,,,,,,,,,,,,,336,0.00136829,0.001920161,-8.49E-05,-0.000823418,0.078397235,0.110017121,-0.004864081,-0.047178385
337,-0.008880514,-0.00016931,-2.69E-06,-0.010321078,-0.508815972,-0.009700748,-0.000154126,-0.591354209,,,,,,,,,,,,,,,337,-0.001479433,-0.001016538,0.002378498,0.002350979,-0.084765265,-0.058243337,0.136277871,0.134701153
338,-0.008858684,-0.000164753,-2.61E-06,-0.010232878,-0.507565205,-0.009439652,-0.000149542,-0.586300722,,,,,,,,,,,,,,,338,-0.005099118,-0.003861247,0.004525186,0.005445569,-0.292157964,-0.221233157,0.259274037,0.312008144
339,-0.008836994,-0.000160305,-2.53E-06,-0.010145228,-0.50632246,-0.0091848,-0.000144958,-0.581278747,,,,,,,,,,,,,,,339,-0.007925959,-0.005338481,0.007046415,0.004525189,-0.454123982,-0.30587243,0.403729846,0.259274229
340,-0.008815415,-0.000155979,-2.46E-06,-0.010058223,-0.505086074,-0.008936938,-0.000140948,-0.576293727,,,,,,,,,,,,,,,340,-0.008676887,-0.004460988,0.006283422,0.001182452,-0.497148997,-0.255595785,0.360013562,0.067749515
341,-0.008793871,-0.000151759,-2.39E-06,-0.009971768,-0.503851694,-0.00869515,-0.000136937,-0.571340221,,,,,,,,,,,,,,,341,-0.006424211,-0.000544225,0.003563114,-0.00298037,-0.368080184,-0.031181796,0.204151402,-0.170762623
342,-0.008772326,-0.000147651,-2.33E-06,-0.009885865,-0.502617256,-0.008459779,-0.000133499,-0.566418341,,,,,,,,,,,,,,,342,-0.005031157,0.00282147,0.000283329,-0.006503968,-0.288264036,0.161658323,0.016233571,-0.372649923
343,-0.008751153,-0.000143641,-2.26E-06,-0.009800487,-0.501404133,-0.008230023,-0.000129488,-0.561526542,,,,,,,,,,,,,,,343,-0.003083336,0.006225466,-0.002273398,-0.008179505,-0.176662128,0.356692927,-0.130256109,-0.468651126
344,-0.008729939,-0.000139743,-2.21E-06,-0.009715642,-0.50018866,-0.008006684,-0.000126624,-0.556665282,,,,,,,,,,,,,,,344,0.000236792,0.005853204,-0.003055446,-0.007087198,0.013567163,0.335363886,-0.175064168,-0.406066554
345,-0.008708529,-0.000135945,-2.15E-06,-0.009631319,-0.498961957,-0.007789075,-0.000123186,-0.55183393,,,,,,,,,,,,,,,345,0.001061612,0.003122868,-0.001262952,-0.002646249,0.060825888,0.178927156,-0.072361829,-0.151618908
346,-0.008687102,-0.00013225,-2.10E-06,-0.009547529,-0.497734281,-0.007577367,-0.000120321,-0.547033116,,,,,,,,,,,,,,,346,0.000759433,-0.000486123,-0.000583222,0.001496017,0.043512328,-0.027852796,-0.03341618,0.085715451
347,-0.00866581,-0.000128642,-2.05E-06,-0.009464256,-0.496514339,-0.007370644,-0.000117456,-0.542261925,,,,,,,,,,,,,,,347,0.000465571,-0.003592382,0.000110888,0.005833835,0.026675273,-0.205828327,0.006353407,0.33425413
348,-0.008644643,-0.000125138,-2.00E-06,-0.009381605,-0.495301559,-0.007169879,-0.000114592,-0.537526372,,,,,,,,,,,,,,,348,0.001150117,-0.00504562,0.001695976,0.006413279,0.065896849,-0.289092731,0.097172248,0.367453809
349,-0.008623499,-0.00012172,-1.96E-06,-0.009299506,-0.494090097,-0.006974042,-0.0001123,-0.532822445,,,,,,,,,,,,,,,349,-0.00094495,-0.003970625,0.000383994,0.004486269,-0.054141665,-0.227500055,0.022001259,0.257044278
350,-0.008602346,-0.000118395,-1.91E-06,-0.009217919,-0.49287812,-0.006783534,-0.000109435,-0.528147855,,,,,,,,,,,,,,,350,-0.004071137,-0.004217128,-0.002181605,0.00139441,-0.233258994,-0.241623636,-0.124996761,0.079893821
351,-0.008581573,-0.000115149,-1.87E-06,-0.009136852,-0.491687914,-0.006597552,-0.000107143,-0.523503058,,,,,,,,,,,,,,,351,-0.006683259,-0.004298534,-0.004530448,-0.001554004,-0.382922536,-0.246287856,-0.259575557,-0.089037865
352,-0.008560754,-0.000111998,-1.83E-06,-0.009056293,-0.490495074,-0.006417013,-0.000104851,-0.518887367,,,,,,,,,,,,,,,352,-0.00750394,-0.003121223,-0.005427176,-0.003235053,-0.429944108,-0.178832905,-0.310954261,-0.185354862
353,-0.00853975,-0.000108927,-1.80E-06,-0.008976254,-0.489291633,-0.006241057,-0.000103132,-0.51430147,,,,,,,,,,,,,,,353,-0.005593655,6.31E-05,-0.003936629,-0.002766267,-0.320492814,0.003615364,-0.22555221,-0.15849544
354,-0.00851872,-0.000105944,-1.76E-06,-0.008896718,-0.488086703,-0.006070144,-0.000100841,-0.509744393,,,,,,,,,,,,,,,354,-0.004831498,0.001590138,-0.00387978,-0.00405175,-0.276824418,0.091108196,-0.222294994,-0.232148149
355,-0.008497832,-0.000103029,-1.72E-06,-0.008817685,-0.486889909,-0.005903127,-9.85E-05,-0.505216136,,,,,,,,,,,,,,,355,-0.003718634,0.002519826,-0.003737251,-0.005500593,-0.213062047,0.144375395,-0.214128723,-0.315160789
356,-0.008477057,-0.000100195,-1.70E-06,-0.008739271,-0.485699589,-0.005740751,-9.74E-05,-0.500723344,,,,,,,,,,,,,,,356,-0.001290454,0.003724573,-0.002415374,-0.005827905,-0.073937587,0.213402313,-0.138390744,-0.333914339
357,-0.008456299,-9.74E-05,-1.67E-06,-0.008661371,-0.484510243,-0.005580609,-9.57E-05,-0.496260003,,,,,,,,,,,,,,,357,0.00306884,0.001433654,0.000838555,-0.004082516,0.175831597,0.082142323,0.048045669,-0.233910912
358,-0.008435548,-9.48E-05,-1.64E-06,-0.00858398,-0.483321298,-0.00543164,-9.40E-05,-0.491825825,,,,,,,,,,,,,,,358,0.005742532,-0.002569656,0.002409963,0.000347466,0.32902283,-0.147230444,0.138080722,0.019908357
359,-0.008415172,-9.21E-05,-1.61E-06,-0.008507085,-0.482153839,-0.005276941,-9.22E-05,-0.487420066,,,,,,,,,,,,,,,359,0.007432335,-0.006618937,0.003316413,0.003836148,0.425841447,-0.379237155,0.190016462,0.219795065
360,-0.008394748,-8.96E-05,-1.59E-06,-0.008430698,-0.48098363,-0.005133702,-9.11E-05,-0.483043414,,,,,,,,,,,,,,,360,0.008929627,-0.009280183,0.004436303,0.006952917,0.511629938,-0.531715319,0.25418146,0.398372796
361,-0.008374123,-8.71E-05,-1.56E-06,-0.008354801,-0.479801905,-0.004990462,-8.94E-05,-0.478694836,,,,,,,,,,,,,,,361,0.006615096,-0.009404504,0.002066937,0.005795397,0.379017073,-0.538838388,0.118426757,0.33205181
362,-0.008353489,-8.47E-05,-1.54E-06,-0.008279395,-0.478619664,-0.004852953,-8.82E-05,-0.47437439,,,,,,,,,,,,,,,362,0.002078046,-0.006204025,-0.002030766,0.001952244,0.119063241,-0.355464448,-0.11635433,0.111855327
363,-0.008332991,-8.24E-05,-1.51E-06,-0.008204497,-0.477445215,-0.004721172,-8.65E-05,-0.470083051,,,,,,,,,,,,,,,363,-0.003021687,-0.00346002,-0.006191906,-0.002912016,-0.173129929,-0.198244543,-0.354770091,-0.166846227
364,-0.008312606,-8.01E-05,-1.49E-06,-0.008130175,-0.476277241,-0.004589392,-8.54E-05,-0.465824714,,,,,,,,,,,,,,,364,-0.007218178,-0.000113713,-0.008981332,-0.0072713,-0.413571114,-0.006515275,-0.514592396,-0.416614797
365,-0.008292242,-7.79E-05,-1.47E-06,-0.008056364,-0.475110469,-0.004463341,-8.42E-05,-0.461595655,,,,,,,,,,,,,,,365,-0.009330965,0.004357183,-0.009249748,-0.00986048,-0.534624891,0.249648196,-0.529971549,-0.564963884
366,-0.008271877,-7.57E-05,-1.46E-06,-0.007983038,-0.473943641,-0.004337291,-8.37E-05,-0.457394385,,,,,,,,,,,,,,,366,-0.008461139,0.006210139,-0.00620138,-0.009682008,-0.484787567,0.355814755,-0.355312884,-0.554738179
367,-0.008251875,-7.36E-05,-1.43E-06,-0.007910208,-0.472797611,-0.004216969,-8.19E-05,-0.453221533,,,,,,,,,,,,,,,367,-0.0040456,0.006353053,-0.003611933,-0.006068042,-0.231795795,0.364003124,-0.206948508,-0.347673199
368,-0.008231821,-7.16E-05,-1.42E-06,-0.007837858,-0.471648601,-0.004102378,-8.14E-05,-0.449076184,,,,,,,,,,,,,,,368,0.000231434,0.005760651,-0.000397231,-0.002846125,0.013260205,0.33006099,-0.022759662,-0.163070947
369,-0.008211596,-6.96E-05,-1.40E-06,-0.007765984,-0.470489794,-0.003987786,-8.02E-05,-0.444958107,,,,,,,,,,,,,,,369,0.00488602,0.005442771,0.003988111,0.000897817,0.279948352,0.311847807,0.228501914,0.051441146
370,-0.008191352,-6.77E-05,-1.39E-06,-0.007694598,-0.469329898,-0.003878924,-7.96E-05,-0.44086799,,,,,,,,,,,,,,,370,0.005884805,0.001746631,0.005805503,0.005596361,0.337174467,0.100074585,0.332630848,0.320647842
371,-0.008171236,-6.58E-05,-1.37E-06,-0.007623695,-0.468177336,-0.003770062,-7.85E-05,-0.436805548,,,,,,,,,,,,,,,371,0.004443677,-0.00351024,0.005984351,0.007460502,0.254603915,-0.201121937,0.342878046,0.4274553
372,-0.008151227,-6.40E-05,-1.35E-06,-0.007553361,-0.467030905,-0.00366693,-7.73E-05,-0.432775706,,,,,,,,,,,,,,,372,0.001832196,-0.00863418,0.005496468,0.007342922,0.104977102,-0.494702074,0.314924436,0.420718463
373,-0.008131242,-6.22E-05,-1.34E-06,-0.00748351,-0.465885849,-0.003563797,-7.68E-05,-0.428773539,,,,,,,,,,,,,,,373,-0.000702467,-0.012201542,0.005340002,0.006239688,-0.04024839,-0.69909686,0.3059596,0.357507787
374,-0.008111264,-6.05E-05,-1.32E-06,-0.007414145,-0.464741194,-0.003466395,-7.56E-05,-0.424799217,,,,,,,,,,,,,,,374,-0.002076519,-0.013041142,0.001865792,0.005200534,-0.11897575,-0.747202397,0.106902025,0.29796866
375,-0.008091639,-5.88E-05,-1.31E-06,-0.007345249,-0.463616764,-0.003368992,-7.51E-05,-0.420851767,,,,,,,,,,,,,,,375,-0.001428513,-0.010273252,-0.003140442,0.005190947,-0.081847787,-0.588613981,-0.17993408,0.297419341
376,-0.008071961,-5.72E-05,-1.30E-06,-0.007276816,-0.462489298,-0.003277319,-7.45E-05,-0.416930845,,,,,,,,,,,,,,,376,-0.00259338,-0.003513447,-0.008007157,0.002470266,-0.148589706,-0.201305685,-0.458776276,0.141535832
377,-0.008052109,-5.56E-05,-1.29E-06,-0.00720886,-0.461351862,-0.003185645,-7.39E-05,-0.413037253,,,,,,,,,,,,,,,377,-0.004066093,0.00356744,-0.011322407,-0.00140882,-0.232969994,0.204399256,-0.648726113,-0.080719455
378,-0.008032247,-5.41E-05,-1.27E-06,-0.007141371,-0.460213853,-0.003099702,-7.28E-05,-0.409170418,,,,,,,,,,,,,,,378,-0.004604058,0.010882519,-0.011935986,-0.004984884,-0.263793096,0.623522409,-0.683881617,-0.285612814
379,-0.008012509,-5.26E-05,-1.26E-06,-0.007074349,-0.459082949,-0.003013758,-7.22E-05,-0.405330341,,,,,,,,,,,,,,,379,-0.003256819,0.014381718,-0.009013202,-0.007023185,-0.186601967,0.824011744,-0.516418423,-0.402398855
380,-0.007992874,-5.11E-05,-1.25E-06,-0.007007868,-0.457957946,-0.002927814,-7.16E-05,-0.40152126,,,,,,,,,,,,,,,380,0.000632955,0.014477186,-0.006655807,-0.006565255,0.036265635,0.829481657,-0.381349671,-0.376161406
381,-0.007973269,-4.97E-05,-1.25E-06,-0.006941875,-0.456834663,-0.0028476,-7.16E-05,-0.397740139,,,,,,,,,,,,,,,381,0.003434931,0.012145542,-0.003477233,-0.002964491,0.196807059,0.695888296,-0.199230774,-0.169852828
382,-0.007953663,-4.84E-05,-1.24E-06,-0.006876339,-0.455711322,-0.002773116,-7.10E-05,-0.393985203,,,,,,,,,,,,,,,382,0.005842719,0.008601039,0.001153009,0.000102582,0.334763142,0.492803234,0.066062529,0.00587751
383,-0.007934408,-4.70E-05,-1.23E-06,-0.006811264,-0.454608091,-0.002692902,-7.05E-05,-0.39025668,,,,,,,,,,,,,,,383,0.00853388,0.004986517,0.003304264,0.003375741,0.488955285,0.285706379,0.189320396,0.19341573
384,-0.007915103,-4.57E-05,-1.22E-06,-0.006746641,-0.453501996,-0.002618417,-6.99E-05,-0.386554055,,,,,,,,,,,,,,,384,0.007837957,0.002250879,0.00401572,0.007372351,0.449081854,0.128965867,0.230083834,0.422404625
385,-0.007895617,-4.45E-05,-1.22E-06,-0.006682473,-0.452385531,-0.002549662,-6.99E-05,-0.3828775,,,,,,,,,,,,,,,385,0.005021201,0.001139975,0.004198131,0.008366708,0.287693628,0.065315756,0.240535184,0.479377053
386,-0.00787612,-4.32E-05,-1.21E-06,-0.006618762,-0.451268435,-0.002475178,-6.93E-05,-0.379227128,,,,,,,,,,,,,,,386,0.001482823,-0.002408683,0.004745338,0.007316977,0.084959522,-0.13800737,0.271887825,0.419231873
387,-0.007856754,-4.20E-05,-1.20E-06,-0.006555497,-0.450158845,-0.002406423,-6.88E-05,-0.375602311,,,,,,,,,,,,,,,387,-0.001474291,-0.006798459,0.001946693,0.005359543,-0.084470642,-0.389523008,0.111537271,0.307079198
388,-0.007837499,-4.09E-05,-1.20E-06,-0.006492761,-0.449055615,-0.002343397,-6.88E-05,-0.372007803,,,,,,,,,,,,,,,388,-0.002775927,-0.010614579,-0.002476534,0.003635442,-0.159048906,-0.608170578,-0.141894962,0.208295476
389,-0.007818259,-3.98E-05,-1.20E-06,-0.006430486,-0.447953244,-0.002280372,-6.88E-05,-0.368439708,,,,,,,,,,,,,,,389,-0.001597861,-0.012659133,-0.00689674,0.003146648,-0.091550704,-0.725314893,-0.395154082,0.180289656
390,-0.007799022,-3.87E-05,-1.19E-06,-0.006368657,-0.446851045,-0.002217347,-6.82E-05,-0.364897167,,,,,,,,,,,,,,,390,-0.001679852,-0.011936013,-0.009920387,0.000169155,-0.096248424,-0.683883169,-0.568396311,0.009691855
391,-0.007780129,-3.76E-05,-1.19E-06,-0.006307273,-0.445768556,-0.002154321,-6.82E-05,-0.361380123,,,,,,,,,,,,,,,391,-0.001748145,-0.007777103,-0.010419726,-0.00366653,-0.100161322,-0.445595179,-0.597006324,-0.210076717
392,-0.007761185,-3.66E-05,-1.18E-06,-0.006246333,-0.444683145,-0.002097026,-6.76E-05,-0.357888518,,,,,,,,,,,,,,,392,-0.0008069,-0.004346121,-0.007590956,-0.006884153,-0.046231954,-0.249014391,-0.434929716,-0.394432927
393,-0.007742065,-3.56E-05,-1.18E-06,-0.006185838,-0.443587649,-0.00203973,-6.76E-05,-0.35442241,,,,,,,,,,,,,,,393,0.001910032,-0.000545899,-0.005431663,-0.008256289,0.109436797,-0.031277709,-0.311211381,-0.47305053
394,-0.007722935,-3.46E-05,-1.18E-06,-0.006125775,-0.442491581,-0.001982434,-6.76E-05,-0.350981054,,,,,,,,,,,,,,,394,0.002773398,0.004071569,-0.002635084,-0.006856208,0.158904012,0.23328372,-0.150979216,-0.392831789
395,-0.007703937,-3.36E-05,-1.17E-06,-0.006066156,-0.441403076,-0.001925138,-6.70E-05,-0.347565137,,,,,,,,,,,,,,,395,0.002866148,0.005526729,0.001456869,-0.002113748,0.164218175,0.316658246,0.083472423,-0.121108866
396,-0.007685037,-3.27E-05,-1.17E-06,-0.006007038,-0.440320186,-0.001873572,-6.70E-05,-0.344177925,,,,,,,,,,,,,,,396,0.003167065,0.004873472,0.002941344,0.002342964,0.181459436,0.279229377,0.168526573,0.134241957
397,-0.007666161,-3.18E-05,-1.17E-06,-0.005948368,-0.43923867,-0.001822006,-6.70E-05,-0.340816381,,,,,,,,,,,,,,,397,0.004578811,0.003204708,0.002978777,0.006929706,0.262346558,0.183616243,0.170671374,0.397042891
398,-0.007647287,-3.10E-05,-1.17E-06,-0.005890126,-0.43815727,-0.001776169,-6.70E-05,-0.337479361,,,,,,,,,,,,,,,398,0.003491487,0.001609672,0.002598177,0.007743611,0.200047461,0.092227412,0.148864587,0.44367625
399,-0.00762875,-3.01E-05,-1.16E-06,-0.005832318,-0.437095178,-0.001724603,-6.65E-05,-0.334167206,,,,,,,,,,,,,,,399,0.001270875,0.001055654,0.002758344,0.005929167,0.072815786,0.060484519,0.158041452,0.339716231
400,-0.007610158,-2.93E-05,-1.16E-06,-0.00577494,-0.436029935,-0.001678766,-6.65E-05,-0.330879689,,,,,,,,,,,,,,,400,-0.000779973,0.002344424,0.004318576,0.00279127,-0.044689138,0.134325601,0.247436204,0.159927977
401,-0.007591398,-2.85E-05,-1.16E-06,-0.005717985,-0.434955066,-0.00163293,-6.65E-05,-0.327616408,,,,,,,,,,,,,,,401,-0.001534262,0.00170473,0.003596201,-0.000361005,-0.087906731,0.097673834,0.206047114,-0.020684058
402,-0.007572632,-2.77E-05,-1.16E-06,-0.005661455,-0.433879853,-0.001587093,-6.65E-05,-0.324377477,,,,,,,,,,,,,,,402,-9.56E-05,0.00037662,0.001850522,-0.002389982,-0.00547819,0.021578736,0.106027114,-0.136935894
403,-0.007553986,-2.70E-05,-1.15E-06,-0.005605349,-0.432811516,-0.001546986,-6.59E-05,-0.32116284,,,,,,,,,,,,,,,403,-8.55E-05,-0.000517246,0.000286178,-0.002393202,-0.004898023,-0.029636013,0.016396775,-0.137120395
404,-0.007535443,-2.62E-05,-1.15E-06,-0.00554973,-0.431749081,-0.001501149,-6.59E-05,-0.317976106,,,,,,,,,,,,,,,404,-0.000254546,-2.82E-05,-4.55E-05,-0.004295868,-0.014584418,-0.001615741,-0.002608502,-0.24613508
405,-0.007516922,-2.55E-05,-1.15E-06,-0.005494533,-0.430687906,-0.001461042,-6.59E-05,-0.314813551,,,,,,,,,,,,,,,405,0.000418395,-0.001957662,0.001712802,-0.006448446,0.023972239,-0.11216577,0.098136347,-0.369468734
406,-0.007498407,-2.48E-05,-1.15E-06,-0.00543976,-0.429627074,-0.001420935,-6.59E-05,-0.31167529,,,,,,,,,,,,,,,406,0.002770241,-0.004622526,0.001915533,-0.007478802,0.158723114,-0.26485123,0.109751964,-0.428503802
407,-0.007480213,-2.42E-05,-1.15E-06,-0.005385401,-0.428584635,-0.001386558,-6.59E-05,-0.308560748,,,,,,,,,,,,,,,407,0.003222048,-0.006568133,0.001695804,-0.006333887,0.184609742,-0.3763263,0.09716243,-0.362905012
408,-0.007461972,-2.35E-05,-1.14E-06,-0.005331459,-0.427539502,-0.001346451,-6.53E-05,-0.305470099,,,,,,,,,,,,,,,408,0.002900767,-0.006620064,0.002055684,-0.002342597,0.16620171,-0.379301727,0.117782034,-0.134220943
409,-0.007443569,-2.29E-05,-1.14E-06,-0.005277921,-0.426485088,-0.001312073,-6.53E-05,-0.302402598,,,,,,,,,,,,,,,409,0.002850455,-0.003949504,0.003877028,0.000829606,0.163319037,-0.22628991,0.222137341,0.047532929
410,-0.007425154,-2.23E-05,-1.14E-06,-0.005224798,-0.425429986,-0.001277696,-6.53E-05,-0.299358874,,,,,,,,,,,,,,,410,0.004022851,-0.0023008,0.003556913,0.00394122,0.230492399,-0.13182613,0.203796109,0.225815258
411,-0.007406858,-2.17E-05,-1.14E-06,-0.005172084,-0.424381703,-0.001243318,-6.53E-05,-0.296338584,,,,,,,,,,,,,,,411,0.002837899,-0.000482005,0.002320672,0.007538844,0.162599644,-0.027616852,0.132964731,0.431943964
412,-0.007388664,-2.11E-05,-1.14E-06,-0.005119832,-0.423339263,-0.001208941,-6.53E-05,-0.293344765,,,,,,,,,,,,,,,412,0.000689508,0.002275201,0.001328455,0.007912547,0.03950592,0.130359415,0.07611487,0.453355569
413,-0.007370498,-2.05E-05,-1.14E-06,-0.005067992,-0.422298428,-0.001174563,-6.53E-05,-0.290374552,,,,,,,,,,,,,,,413,-0.001121806,0.002179137,0.001603773,0.006156819,-0.064274752,0.124855353,0.09188943,0.35275972
414,-0.007352324,-2.00E-05,-1.14E-06,-0.005016557,-0.421257135,-0.001145916,-6.53E-05,-0.287427544,,,,,,,,,,,,,,,414,-0.001488887,0.000660262,-0.00048308,0.003518995,-0.085306922,0.037830226,-0.02767844,0.201623578
415,-0.007334475,-1.94E-05,-1.13E-06,-0.004965526,-0.420234462,-0.001111538,-6.47E-05,-0.284503683,,,,,,,,,,,,,,,415,0.000462235,-0.00098288,-0.003293678,0.001212586,0.026484134,-0.056314876,-0.188713836,0.06947607
416,-0.00731658,-1.89E-05,-1.13E-06,-0.004914888,-0.419209154,-0.00108289,-6.47E-05,-0.281602339,,,,,,,,,,,,,,,416,0.001146685,-0.001618696,-0.005384434,0.000274182,0.065700204,-0.092744449,-0.30850532,0.015709457
417,-0.007298524,-1.84E-05,-1.13E-06,-0.00486465,-0.418174622,-0.001054242,-6.47E-05,-0.278723914,,,,,,,,,,,,,,,417,0.001659754,-0.00033785,-0.005583819,0.001536284,0.095096917,-0.019357379,-0.31992924,0.088022571
418,-0.007280452,-1.79E-05,-1.14E-06,-0.004814805,-0.417139173,-0.001025594,-6.53E-05,-0.275868006,,,,,,,,,,,,,,,418,0.002921806,-0.000806702,-0.003048457,0.001262178,0.16740715,-0.04622062,-0.174663743,0.072317497
419,-0.007262503,-1.75E-05,-1.13E-06,-0.00476621,-0.416110771,-0.001002676,-6.47E-05,-0.273083717,,,,,,,,,,,,,,,419,0.001278167,-0.00162663,-0.001405517,0.000629238,0.073233571,-0.093199034,-0.080530214,0.036052659
420,-0.007244657,-1.70E-05,-1.13E-06,-0.004718126,-0.41508827,-0.000974028,-6.47E-05,-0.270328707,,,,,,,,,,,,,,,420,-0.001630621,-0.001648952,0.000449284,0.000668634,-0.093427674,-0.09447799,0.025742072,0.038309919
421,-0.007226827,-1.66E-05,-1.13E-06,-0.004670439,-0.414066686,-0.00095111,-6.47E-05,-0.267596443,,,,,,,,,,,,,,,421,-0.004305325,3.06E-05,0.003265544,0.002251863,-0.246676953,0.001753251,0.187101872,0.129022256
422,-0.007208998,-1.61E-05,-1.13E-06,-0.004623114,-0.41304516,-0.000922462,-6.47E-05,-0.26488492,,,,,,,,,,,,,,,422,-0.005479535,-0.000246042,0.003364628,0.001745024,-0.313954212,-0.014097168,0.192779,0.099982489
423,-0.007191485,-1.57E-05,-1.13E-06,-0.004576197,-0.412041739,-0.000899544,-6.47E-05,-0.262196774,,,,,,,,,,,,,,,423,-0.004189039,-0.00106487,0.002062128,0.000462876,-0.240014252,-0.061012557,0.118151219,0.02652084
424,-0.007173931,-1.53E-05,-1.13E-06,-0.00452963,-0.411035969,-0.000876625,-6.47E-05,-0.259528682,,,,,,,,,,,,,,,424,-0.004223055,-0.001254004,0.000592694,-0.000415936,-0.241963251,-0.071849137,0.033958866,-0.023831365
