Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree
459,-0.006586367,-6.51E-06,-1.12E-06,-0.003108355,-0.377371031,-0.000372996,-6.41713E-05,-0.178095623
460,-0.006570031,-6.36E-06,-1.12E-06,-0.003073574,-0.376435048,-0.000364401,-6.41713E-05,-0.176102818
461,-0.0065537,-6.23E-06,-1.12E-06,-0.003039102,-0.37549935,-0.000356953,-6.41713E-05,-0.174127718
462,-0.006537489,-6.09E-06,-1.12E-06,-0.003004935,-0.374570528,-0.000348931,-6.41713E-05,-0.172170093
463,-0.006521363,-5.96E-06,-1.12E-06,-0.002971113,-0.373646577,-0.000341483,-6.41713E-05,-0.170232235
464,-0.006505255,-5.83E-06,-1.12E-06,-0.002937602,-0.372723656,-0.000334034,-6.41713E-05,-0.168312196
465,-0.006489141,-5.71E-06,-1.12E-06,-0.002904393,-0.371800392,-0.000327159,-6.41713E-05,-0.166409461
466,-0.006473321,-5.59E-06,-1.12E-06,-0.002871486,-0.370893973,-0.000320283,-6.41713E-05,-0.164524029
467,-0.006457463,-5.47E-06,-1.12E-06,-0.002838881,-0.369985376,-0.000313408,-6.41713E-05,-0.1626559
468,-0.00644146,-5.36E-06,-1.12E-06,-0.002806579,-0.369068472,-0.000307105,-6.41713E-05,-0.160805132
469,-0.006425444,-5.25E-06,-1.12E-06,-0.00277457,-0.368150823,-0.000300803,-6.41713E-05,-0.158971151
470,-0.006409538,-5.14E-06,-1.12E-06,-0.002742859,-0.367239476,-0.0002945,-6.41713E-05,-0.157154244
471,-0.006393726,-5.04E-06,-1.12E-06,-0.002711474,-0.366333515,-0.000288771,-6.41713E-05,-0.155356016
472,-0.006377927,-4.93E-06,-1.12E-06,-0.00268039,-0.365428299,-0.000282468,-6.41713E-05,-0.153575034
473,-0.006362129,-4.83E-06,-1.12E-06,-0.002649591,-0.36452314,-0.000276739,-6.41713E-05,-0.151810382
474,-0.006346613,-4.74E-06,-1.12E-06,-0.002619087,-0.363634139,-0.000271582,-6.41713E-05,-0.150062631
475,-0.006331059,-4.65E-06,-1.13E-06,-0.002588869,-0.362742961,-0.000266425,-6.47442E-05,-0.148331267
476,-0.006315357,-4.55E-06,-1.12E-06,-0.00255894,-0.361843302,-0.000260696,-6.41713E-05,-0.146616462
477,-0.00629965,-4.47E-06,-1.12E-06,-0.00252929,-0.360943357,-0.000256112,-6.41713E-05,-0.144917642
478,-0.006284052,-4.38E-06,-1.12E-06,-0.002499927,-0.360049658,-0.000250956,-6.41713E-05,-0.143235266
479,-0.006268538,-4.30E-06,-1.13E-06,-0.002470871,-0.359160771,-0.000246372,-6.47442E-05,-0.14157048
480,-0.00625304,-4.22E-06,-1.12E-06,-0.002442102,-0.358272801,-0.000241788,-6.41713E-05,-0.139922138
481,-0.006237543,-4.14E-06,-1.12E-06,-0.002413604,-0.357384888,-0.000237205,-6.41713E-05,-0.138289323
482,-0.006222327,-4.06E-06,-1.12E-06,-0.002385387,-0.356513076,-0.000232621,-6.41713E-05,-0.136672608
483,-0.006207064,-3.99E-06,-1.13E-06,-0.002357442,-0.35563857,-0.00022861,-6.47442E-05,-0.135071477
484,-0.006191663,-3.92E-06,-1.12E-06,-0.00232977,-0.354756158,-0.000224599,-6.41713E-05,-0.133485988
485,-0.006176256,-3.85E-06,-1.12E-06,-0.002302363,-0.353873402,-0.000220589,-6.41713E-05,-0.131915683
486,-0.006160956,-3.78E-06,-1.12E-06,-0.002275229,-0.352996777,-0.000216578,-6.41713E-05,-0.130361019
487,-0.006145734,-3.72E-06,-1.13E-06,-0.002248387,-0.35212462,-0.00021314,-6.47442E-05,-0.128823086
488,-0.006130532,-3.65E-06,-1.12E-06,-0.002221813,-0.35125361,-0.00020913,-6.41713E-05,-0.127300508
489,-0.006115334,-3.59E-06,-1.12E-06,-0.002195498,-0.350382829,-0.000205692,-6.41713E-05,-0.125792769
490,-0.006100404,-3.53E-06,-1.12E-06,-0.002169447,-0.349527403,-0.000202254,-6.41713E-05,-0.124300157
491,-0.006085431,-3.48E-06,-1.13E-06,-0.002143656,-0.348669513,-0.000199389,-6.47442E-05,-0.122822442
492,-0.006070323,-3.42E-06,-1.12E-06,-0.00211812,-0.347803888,-0.000195952,-6.41713E-05,-0.121359337
493,-0.006055214,-3.37E-06,-1.13E-06,-0.002092837,-0.346938206,-0.000193087,-6.47442E-05,-0.119910727
494,-0.0060402,-3.32E-06,-1.13E-06,-0.002067811,-0.346077967,-0.000190222,-6.47442E-05,-0.118476843
495,-0.006025269,-3.27E-06,-1.13E-06,-0.00204306,-0.345222484,-0.000187357,-6.47442E-05,-0.117058715
496,-0.006010358,-3.22E-06,-1.13E-06,-0.00201856,-0.344368147,-0.000184492,-6.47442E-05,-0.115654969
497,-0.005995451,-3.17E-06,-1.13E-06,-0.001994308,-0.343514039,-0.000181628,-6.47442E-05,-0.114265431
498,-0.005980801,-3.12E-06,-1.13E-06,-0.001970303,-0.342674655,-0.000178763,-6.47442E-05,-0.112890046
499,-0.005966114,-3.08E-06,-1.13E-06,-0.001946544,-0.341833152,-0.000176471,-6.47442E-05,-0.111528756
