#{"t_start": 1736923110.9902515, "env_id": "BicycleBalance-v0"}
r,l,t
-5.222547,22,17.675626
-9.969499,10,17.686626
-4.828453,16,17.702927
-8.682836,15,17.715931
-9.202953,21,17.735502
-8.147732,12,17.748626
-8.54039,11,17.761163
-10.121085,16,17.778041
-3.242368,22,17.799042
-4.377665,29,17.826052
-9.825588,8,17.833045
-8.435867,10,17.843042
-9.878992,15,17.856039
-6.502623,10,17.868051
-9.815196,14,17.882041
-12.020791,20,17.909016
-0.606509,24,17.936034
-10.936177,13,17.949388
-6.602941,18,17.97331
-5.77219,13,17.986316
-6.815624,9,17.995315
-7.372032,14,18.008315
-13.008008,11,18.017317
-8.943772,19,18.034263
-10.146823,9,18.043376
-4.914506,12,18.055373
-7.626964,11,18.069921
-11.121791,10,18.07992
-9.489396,13,18.092923
-10.388202,10,18.10244
-7.847601,15,18.117428
-10.511919,10,18.126934
-9.662968,11,18.136937
-6.749525,14,18.149261
-5.632742,14,18.16261
-1.502322,14,18.180094
-7.454783,12,18.190092
-5.993943,11,19.297707
-5.658059,20,19.32801
-7.352999,17,19.348099
-8.90138,11,19.359112
-1.021703,19,19.378415
-5.501601,13,19.392832
-9.247675,13,19.410408
-2.775405,17,19.430326
0.799718,22,19.451776
-11.319511,17,19.469286
-8.168603,10,19.48062
-8.227413,17,19.500624
3.825492,22,19.527714
-5.056085,14,19.542715
-11.11614,19,19.565865
-7.51189,12,19.578873
-7.449993,14,19.592378
-7.654635,18,19.608373
-10.601142,15,19.626538
-4.803147,12,19.639538
2.371428,24,19.666075
-14.380059,14,19.679076
-0.578532,18,19.699805
-5.527216,20,19.722547
-8.495943,9,19.733748
-7.601998,12,19.744846
-3.948432,18,19.76235
-6.459144,8,19.770347
-6.185991,20,19.791969
-8.886699,8,19.79997
1.309348,22,19.823969
-12.445533,16,19.840968
-7.044844,8,19.848974
-5.615782,13,19.863479
-7.103766,8,19.87248
-5.766499,13,19.884994
-5.157835,15,19.899021
-5.926358,12,19.912544
-6.437519,18,19.932846
-5.573315,17,19.954156
-1.755904,17,19.970878
11.587511,32,20.002728
-6.936918,10,20.012857
-6.909009,8,20.021855
-6.229076,13,20.040588
-8.563878,9,20.050578
-4.364729,15,20.066357
-6.131776,14,20.080041
-7.235001,13,20.093041
-4.164326,14,20.106041
-10.262567,11,20.116044
-10.008349,11,20.132481
-13.650601,14,20.147428
-3.685083,16,20.164947
-7.086766,13,20.176949
3.248121,21,20.196949
0.291413,27,20.226953
-9.196587,12,20.242383
-7.228283,12,20.254508
-9.284566,18,20.271905
-11.481628,13,20.286433
-9.831592,11,20.297871
-9.947758,16,20.315872
3.27679,24,20.34727
3.315042,22,20.374617
-6.090806,19,20.395617
-2.85217,14,20.409616
-5.101255,17,20.428475
-7.083116,12,20.445106
-9.093821,9,20.454106
1.919521,18,20.471739
-8.955727,13,20.484739
-7.874696,12,20.496739
-4.246845,17,20.514689
-1.964732,19,20.534692
-9.911083,8,20.545689
-6.936382,7,20.552691
-5.046947,17,20.570688
-8.154311,10,20.580689
-8.579243,10,20.59374
-7.083582,12,20.604738
-8.58584,12,20.61675
-0.95005,21,20.647156
-9.340414,13,20.663679
-4.878332,22,20.685677
-3.697323,16,20.700678
-3.059918,15,20.714676
-10.009257,13,20.728391
-6.993899,11,20.740537
-3.902027,15,20.760291
-4.112895,26,20.784792
-6.818374,19,20.802778
-6.324616,14,20.817455
-1.737071,15,20.832862
-2.347615,28,20.866575
-9.649116,15,20.882805
-2.499212,19,20.90281
-7.86188,17,20.919805
-9.239092,7,20.927804
0.1366,18,20.948809
-7.323708,11,20.96281
-9.419119,10,20.97181
0.780486,25,20.996351
-6.679854,13,21.009348
-6.887822,14,21.024846
-7.638895,13,21.037846
-9.103768,10,21.047855
-6.641856,25,21.076847
0.855167,20,21.098945
-9.816519,15,21.11801
-9.830558,11,21.129862
-3.395051,28,21.162172
-1.133842,14,21.175173
-2.586288,19,21.194172
-6.750389,10,21.203174
-4.152246,16,21.220651
-4.764771,14,21.239033
-1.019291,18,21.25704
-5.354432,13,21.272521
-6.670638,11,21.282519
-4.925048,16,21.29652
3.010609,21,21.318942
-6.741675,26,21.342941
-9.694786,13,21.355941
-5.870984,8,21.365942
9.558626,38,21.40556
-6.342845,17,21.422329
-8.085123,12,21.433391
-7.092789,16,21.449406
-7.799192,15,21.464465
-6.677981,13,21.48198
-8.426298,24,21.513238
-4.724046,19,22.638898
-11.420195,21,22.667028
-7.885586,9,22.678031
-6.608027,11,22.689029
-8.37495,14,22.705729
-3.744353,15,22.724236
-5.402155,14,22.745128
-5.553031,12,22.759602
-11.509016,11,22.773121
-1.324343,24,22.811884
-5.516408,20,22.835171
-9.894153,12,22.848752
-3.954965,12,22.862168
-12.4619,28,22.889086
-3.48138,12,22.901089
-0.774485,17,22.920508
